population,response,percentage
monocyte,no,21.1852
monocyte,no,18.2236
monocyte,no,23.3221
monocyte,no,23.5657
monocyte,no,18.3076
monocyte,no,18.6367
monocyte,no,20.6159
monocyte,no,21.0063
monocyte,no,17.3842
monocyte,no,26.2734
monocyte,no,13.4953
monocyte,no,15.4403
monocyte,no,17.1217
monocyte,no,21.5944
monocyte,no,22.4850
monocyte,no,17.4727
monocyte,no,26.0900
monocyte,no,14.2446
monocyte,no,20.8460
monocyte,no,16.0384
monocyte,no,16.8473
monocyte,no,19.1916
monocyte,no,19.8452
monocyte,no,19.8607
monocyte,no,22.2315
monocyte,no,26.1679
monocyte,no,24.4728
monocyte,no,21.5868
monocyte,no,14.7323
monocyte,no,13.2554
monocyte,no,18.3356
monocyte,no,21.4048
monocyte,no,11.9722
monocyte,no,19.9209
monocyte,no,21.5664
monocyte,no,18.6457
monocyte,no,22.8806
monocyte,no,18.8672
monocyte,no,13.8698
monocyte,no,20.7493
monocyte,no,20.6210
monocyte,no,20.3848
monocyte,no,12.2741
monocyte,no,21.1749
monocyte,no,17.2356
monocyte,no,13.4602
monocyte,no,23.0539
monocyte,no,15.3956
monocyte,no,23.2139
monocyte,no,18.5420
monocyte,no,27.6855
monocyte,no,29.6096
monocyte,no,12.4806
monocyte,no,24.7934
monocyte,no,19.3963
monocyte,no,26.9965
monocyte,no,24.7607
monocyte,no,21.0422
monocyte,no,16.8019
monocyte,no,16.5811
monocyte,no,21.2770
monocyte,no,26.0633
monocyte,no,10.3847
monocyte,no,17.1151
monocyte,no,18.4607
monocyte,no,24.4853
monocyte,no,22.5561
monocyte,no,9.5592
monocyte,no,19.9377
monocyte,no,15.4983
monocyte,no,13.4258
monocyte,no,19.3702
monocyte,no,22.5911
monocyte,no,24.6841
monocyte,no,22.0316
monocyte,no,18.4507
monocyte,no,15.0580
monocyte,no,15.7729
monocyte,no,20.8625
monocyte,no,25.0549
monocyte,no,16.9749
monocyte,no,21.6011
monocyte,no,24.1738
monocyte,no,21.1359
monocyte,no,17.9567
monocyte,no,17.1718
monocyte,no,16.9671
monocyte,no,24.3754
monocyte,no,25.3507
monocyte,no,13.0341
monocyte,no,17.4740
monocyte,no,22.6703
monocyte,no,23.5517
monocyte,no,17.9396
monocyte,no,13.6154
monocyte,no,24.0777
monocyte,no,21.9478
monocyte,no,22.2334
monocyte,no,19.8541
monocyte,no,16.4399
monocyte,no,19.3126
monocyte,no,16.3123
monocyte,no,15.7711
monocyte,no,20.1611
monocyte,no,17.8598
monocyte,no,20.0585
monocyte,no,23.6404
monocyte,no,21.9791
monocyte,no,22.8023
monocyte,no,23.1345
monocyte,no,17.6128
monocyte,no,29.6112
monocyte,no,20.9330
monocyte,no,19.4734
monocyte,no,27.5681
monocyte,no,14.3176
monocyte,no,17.2586
monocyte,no,16.6545
monocyte,no,18.3807
monocyte,no,17.2060
monocyte,no,23.5997
monocyte,no,27.8724
monocyte,no,18.6092
monocyte,no,21.3202
monocyte,no,18.7459
monocyte,no,13.9685
monocyte,no,26.7278
monocyte,no,17.1434
monocyte,no,20.5945
monocyte,no,16.8024
monocyte,no,19.8114
monocyte,no,25.8466
monocyte,no,25.6730
monocyte,no,16.1629
monocyte,no,20.4392
monocyte,no,24.3103
monocyte,no,18.9674
monocyte,no,18.5919
monocyte,no,27.0129
monocyte,no,18.0953
monocyte,no,18.5227
monocyte,no,23.3352
monocyte,no,15.4062
monocyte,no,19.4324
monocyte,no,14.7675
monocyte,no,19.0776
monocyte,no,15.6568
monocyte,no,20.5356
monocyte,no,13.7841
monocyte,no,13.3094
monocyte,no,19.4016
monocyte,no,21.1790
monocyte,no,26.3385
monocyte,no,19.2232
monocyte,no,23.5840
monocyte,no,19.1065
monocyte,no,21.3010
monocyte,no,20.3049
monocyte,no,21.3865
monocyte,no,17.8214
monocyte,no,18.7852
monocyte,no,14.6778
monocyte,no,24.5663
monocyte,no,21.4247
monocyte,no,10.3316
monocyte,no,17.0600
monocyte,no,23.5065
monocyte,no,12.9500
monocyte,no,20.8067
monocyte,no,20.9579
monocyte,no,24.6038
monocyte,no,21.5817
monocyte,no,20.0832
monocyte,no,23.9784
monocyte,no,18.4684
monocyte,no,25.6537
monocyte,no,22.5809
monocyte,no,15.9360
monocyte,no,18.6915
monocyte,no,18.9788
monocyte,no,17.2879
monocyte,no,20.0698
monocyte,no,18.4081
monocyte,no,28.9343
monocyte,no,19.0564
monocyte,no,20.4278
monocyte,no,25.4567
monocyte,no,16.9801
monocyte,no,14.1136
monocyte,no,19.4516
monocyte,no,18.7676
monocyte,no,20.5061
monocyte,no,17.8881
monocyte,no,20.8137
monocyte,no,22.1287
monocyte,no,22.1624
monocyte,no,20.6710
monocyte,no,23.2948
monocyte,no,18.3691
monocyte,no,17.8401
monocyte,no,16.3742
monocyte,no,24.6434
monocyte,no,16.8394
monocyte,no,14.7355
monocyte,no,16.7920
monocyte,no,21.6407
monocyte,no,23.2638
monocyte,no,16.3898
monocyte,no,16.3498
monocyte,no,14.2065
monocyte,no,19.2969
monocyte,no,17.9701
monocyte,no,15.3089
monocyte,no,22.1930
monocyte,no,23.0979
monocyte,no,13.2379
monocyte,no,22.0485
monocyte,no,17.8563
monocyte,no,16.9388
monocyte,no,22.5561
monocyte,no,25.2960
monocyte,no,20.9936
monocyte,no,21.6798
monocyte,no,16.9671
monocyte,no,30.0082
monocyte,no,21.0262
monocyte,no,20.6549
monocyte,no,19.1970
monocyte,no,15.9283
monocyte,no,14.2687
monocyte,no,17.8494
monocyte,no,19.1777
monocyte,no,25.8869
monocyte,no,15.6909
monocyte,no,17.3197
monocyte,no,20.4458
monocyte,no,20.7996
monocyte,no,14.8198
monocyte,no,23.7914
monocyte,no,19.7656
monocyte,no,21.1232
monocyte,no,24.2668
monocyte,no,23.2314
monocyte,no,13.6864
monocyte,no,18.6324
monocyte,no,22.7073
monocyte,no,20.4347
monocyte,no,20.7957
monocyte,no,26.1643
monocyte,no,19.8011
monocyte,no,19.8320
monocyte,no,22.4880
monocyte,no,18.5089
monocyte,no,19.4538
monocyte,no,16.6692
monocyte,no,19.7095
monocyte,no,19.4372
monocyte,no,22.6738
monocyte,no,20.3390
monocyte,no,19.7309
monocyte,no,20.7983
monocyte,no,23.7086
monocyte,no,20.7306
monocyte,no,15.2848
monocyte,no,21.7941
monocyte,no,21.5256
monocyte,no,22.9504
monocyte,no,15.0146
monocyte,no,25.3581
monocyte,no,27.0692
monocyte,no,28.8259
monocyte,no,17.2799
monocyte,no,17.4184
monocyte,no,31.9896
monocyte,no,14.6531
monocyte,no,28.8255
monocyte,no,25.1422
monocyte,no,18.2164
monocyte,no,14.7784
monocyte,no,26.4354
monocyte,no,16.4071
monocyte,no,15.7480
monocyte,no,22.0178
monocyte,no,20.7072
monocyte,no,20.5784
monocyte,no,24.0629
monocyte,no,23.7634
monocyte,no,26.4392
monocyte,no,21.3544
monocyte,no,17.9804
monocyte,no,21.7611
monocyte,no,17.4206
monocyte,no,23.6628
monocyte,no,24.5579
monocyte,no,23.8103
monocyte,no,20.4082
monocyte,no,16.3298
monocyte,no,22.8279
monocyte,no,18.7859
monocyte,no,29.3930
monocyte,no,18.3955
monocyte,no,22.6905
monocyte,no,10.0790
monocyte,no,19.5276
monocyte,no,24.5571
monocyte,no,23.1471
monocyte,no,17.4876
monocyte,no,23.2549
monocyte,no,13.3085
monocyte,no,29.7947
monocyte,no,24.5446
monocyte,no,12.5057
monocyte,no,20.5086
monocyte,no,18.1582
monocyte,no,28.3123
monocyte,no,24.7035
monocyte,no,15.8317
monocyte,no,18.9022
monocyte,no,18.0534
monocyte,no,15.5322
monocyte,no,20.9438
monocyte,no,18.2163
monocyte,no,30.5620
monocyte,no,20.1773
monocyte,no,22.9191
monocyte,no,13.7004
monocyte,no,23.0356
monocyte,no,18.5269
monocyte,no,20.3463
monocyte,no,25.1886
monocyte,no,14.7739
monocyte,no,16.1712
monocyte,no,16.5191
monocyte,no,24.7212
monocyte,no,29.6862
monocyte,no,21.3244
monocyte,no,31.5751
monocyte,no,22.4576
monocyte,no,21.7277
monocyte,no,26.8275
monocyte,no,18.6181
monocyte,no,11.7491
monocyte,no,19.4836
monocyte,no,20.8442
monocyte,no,17.9057
monocyte,no,24.1939
monocyte,no,15.6560
monocyte,no,19.1429
monocyte,no,16.7383
monocyte,no,14.1898
monocyte,no,19.3552
monocyte,no,18.1661
monocyte,no,12.2852
monocyte,no,22.8178
monocyte,no,17.5538
monocyte,no,24.1449
monocyte,no,17.3811
monocyte,no,19.9491
monocyte,no,15.8465
monocyte,no,14.4325
monocyte,no,16.6046
monocyte,no,16.0315
monocyte,no,13.0128
monocyte,no,13.8383
monocyte,no,18.6947
monocyte,no,16.3146
monocyte,no,24.2920
monocyte,no,22.8552
monocyte,no,17.5824
monocyte,no,18.4655
monocyte,no,18.8082
monocyte,no,24.4471
monocyte,no,18.3185
monocyte,no,18.7409
monocyte,no,21.1368
monocyte,no,14.6337
monocyte,no,15.0188
monocyte,no,27.4639
monocyte,no,18.6494
monocyte,no,27.7928
monocyte,no,27.3196
monocyte,no,11.5776
monocyte,no,27.1870
monocyte,no,24.7884
monocyte,no,23.9508
monocyte,no,17.6909
monocyte,no,20.3398
monocyte,no,18.4068
monocyte,no,17.5248
monocyte,no,23.8645
monocyte,no,14.5314
monocyte,no,22.7298
monocyte,no,34.1501
monocyte,no,15.2528
monocyte,no,23.8985
monocyte,no,24.7776
monocyte,no,27.3771
monocyte,no,17.4995
monocyte,no,21.5094
monocyte,no,25.3816
monocyte,no,14.6862
monocyte,no,16.3305
monocyte,no,25.2594
monocyte,no,19.9326
monocyte,no,16.9633
monocyte,no,23.4825
monocyte,no,17.3568
monocyte,no,22.0848
monocyte,no,20.7565
monocyte,no,21.9567
monocyte,no,12.9522
monocyte,no,18.0689
monocyte,no,16.8322
monocyte,no,22.2442
monocyte,no,24.4734
monocyte,no,24.1330
monocyte,no,24.7728
monocyte,no,20.2781
monocyte,no,20.3766
monocyte,no,15.9504
monocyte,no,27.2877
monocyte,no,19.8594
monocyte,no,12.8231
monocyte,no,21.1882
monocyte,no,20.6941
monocyte,no,14.3328
nk_cell,yes,19.6871
nk_cell,yes,21.2500
nk_cell,yes,14.5432
nk_cell,yes,14.0620
nk_cell,yes,14.3012
nk_cell,yes,18.3710
nk_cell,yes,12.9814
nk_cell,yes,19.8924
nk_cell,yes,6.7096
nk_cell,yes,14.3089
nk_cell,yes,14.2611
nk_cell,yes,15.7466
nk_cell,yes,12.7016
nk_cell,yes,12.2476
nk_cell,yes,20.3490
nk_cell,yes,21.4036
nk_cell,yes,19.4650
nk_cell,yes,11.8985
nk_cell,yes,18.2029
nk_cell,yes,15.6476
nk_cell,yes,14.4002
nk_cell,yes,12.9917
nk_cell,yes,13.4324
nk_cell,yes,20.9535
nk_cell,yes,23.3305
nk_cell,yes,17.7471
nk_cell,yes,11.7283
nk_cell,yes,15.9411
nk_cell,yes,16.7295
nk_cell,yes,18.1552
nk_cell,yes,5.7682
nk_cell,yes,13.0135
nk_cell,yes,12.8270
nk_cell,yes,10.2036
nk_cell,yes,14.1459
nk_cell,yes,16.7532
nk_cell,yes,17.9734
nk_cell,yes,12.1014
nk_cell,yes,15.1666
nk_cell,yes,11.5272
nk_cell,yes,14.7766
nk_cell,yes,15.9648
nk_cell,yes,15.9487
nk_cell,yes,11.1668
nk_cell,yes,18.3058
nk_cell,yes,16.6625
nk_cell,yes,8.4963
nk_cell,yes,15.3459
nk_cell,yes,18.2552
nk_cell,yes,14.3115
nk_cell,yes,14.2369
nk_cell,yes,10.4365
nk_cell,yes,10.9714
nk_cell,yes,8.5765
nk_cell,yes,9.9086
nk_cell,yes,16.0073
nk_cell,yes,11.6709
nk_cell,yes,11.0714
nk_cell,yes,16.5496
nk_cell,yes,9.7737
nk_cell,yes,16.7231
nk_cell,yes,18.8557
nk_cell,yes,14.3528
nk_cell,yes,18.3059
nk_cell,yes,17.2785
nk_cell,yes,11.9956
nk_cell,yes,23.1199
nk_cell,yes,17.4388
nk_cell,yes,16.3621
nk_cell,yes,22.2826
nk_cell,yes,13.0756
nk_cell,yes,8.3161
nk_cell,yes,19.7373
nk_cell,yes,18.5689
nk_cell,yes,16.8903
nk_cell,yes,21.5507
nk_cell,yes,15.4152
nk_cell,yes,9.8827
nk_cell,yes,12.5252
nk_cell,yes,16.3647
nk_cell,yes,14.1521
nk_cell,yes,10.2458
nk_cell,yes,11.0774
nk_cell,yes,19.9475
nk_cell,yes,15.4505
nk_cell,yes,15.8364
nk_cell,yes,13.8838
nk_cell,yes,19.4424
nk_cell,yes,19.7630
nk_cell,yes,12.4110
nk_cell,yes,15.1534
nk_cell,yes,19.3254
nk_cell,yes,19.2443
nk_cell,yes,16.4888
nk_cell,yes,10.6815
nk_cell,yes,12.1055
nk_cell,yes,11.7886
nk_cell,yes,18.0711
nk_cell,yes,13.0796
nk_cell,yes,15.4860
nk_cell,yes,9.7809
nk_cell,yes,16.0592
nk_cell,yes,15.9197
nk_cell,yes,17.2575
nk_cell,yes,10.6871
nk_cell,yes,15.8576
nk_cell,yes,10.8713
nk_cell,yes,22.2441
nk_cell,yes,19.7130
nk_cell,yes,18.6415
nk_cell,yes,12.1618
nk_cell,yes,16.9302
nk_cell,yes,11.8847
nk_cell,yes,19.1830
nk_cell,yes,32.0467
nk_cell,yes,10.9725
nk_cell,yes,17.8536
nk_cell,yes,14.2249
nk_cell,yes,8.5513
nk_cell,yes,10.4264
nk_cell,yes,16.6860
nk_cell,yes,10.5829
nk_cell,yes,10.1760
nk_cell,yes,18.3769
nk_cell,yes,15.2061
nk_cell,yes,15.4382
nk_cell,yes,9.2446
nk_cell,yes,11.4457
nk_cell,yes,20.3892
nk_cell,yes,16.3163
nk_cell,yes,11.8194
nk_cell,yes,16.9385
nk_cell,yes,8.7419
nk_cell,yes,20.8281
nk_cell,yes,16.8153
nk_cell,yes,14.2587
nk_cell,yes,15.7795
nk_cell,yes,9.9213
nk_cell,yes,11.7312
nk_cell,yes,13.6753
nk_cell,yes,12.0074
nk_cell,yes,16.1767
nk_cell,yes,15.7251
nk_cell,yes,7.8491
nk_cell,yes,11.5722
nk_cell,yes,17.2703
nk_cell,yes,12.4970
nk_cell,yes,10.3154
nk_cell,yes,18.3226
nk_cell,yes,10.2367
nk_cell,yes,14.1434
nk_cell,yes,9.4561
nk_cell,yes,11.0559
nk_cell,yes,19.1161
nk_cell,yes,12.9763
nk_cell,yes,14.8429
nk_cell,yes,15.4593
nk_cell,yes,12.9288
nk_cell,yes,18.3491
nk_cell,yes,12.3345
nk_cell,yes,11.2270
nk_cell,yes,13.9657
nk_cell,yes,12.6512
nk_cell,yes,14.5080
nk_cell,yes,17.0123
nk_cell,yes,12.4799
nk_cell,yes,11.0175
nk_cell,yes,12.7146
nk_cell,yes,19.5347
nk_cell,yes,15.8767
nk_cell,yes,13.6053
nk_cell,yes,21.8145
nk_cell,yes,11.0815
nk_cell,yes,15.7803
nk_cell,yes,21.1275
nk_cell,yes,7.5930
nk_cell,yes,9.1275
nk_cell,yes,19.1947
nk_cell,yes,20.9489
nk_cell,yes,13.3051
nk_cell,yes,13.2983
nk_cell,yes,24.3398
nk_cell,yes,10.5517
nk_cell,yes,12.0940
nk_cell,yes,17.2244
nk_cell,yes,14.9007
nk_cell,yes,10.6312
nk_cell,yes,12.7110
nk_cell,yes,15.4787
nk_cell,yes,14.2605
nk_cell,yes,12.0797
nk_cell,yes,13.1433
nk_cell,yes,11.2479
nk_cell,yes,24.2982
nk_cell,yes,15.3818
nk_cell,yes,10.9048
nk_cell,yes,13.7620
nk_cell,yes,13.8128
nk_cell,yes,21.7252
nk_cell,yes,11.0635
nk_cell,yes,20.8098
nk_cell,yes,8.9434
nk_cell,yes,14.1993
nk_cell,yes,9.6399
nk_cell,yes,16.8000
nk_cell,yes,14.6965
nk_cell,yes,11.9367
nk_cell,yes,19.3116
nk_cell,yes,12.5544
nk_cell,yes,14.9814
nk_cell,yes,9.7980
nk_cell,yes,13.3224
nk_cell,yes,12.7203
nk_cell,yes,24.4764
nk_cell,yes,15.0267
nk_cell,yes,16.6931
nk_cell,yes,13.3655
nk_cell,yes,14.9498
nk_cell,yes,15.2674
nk_cell,yes,11.7617
nk_cell,yes,19.1941
nk_cell,yes,19.3792
nk_cell,yes,15.1314
nk_cell,yes,17.8805
nk_cell,yes,10.6034
nk_cell,yes,19.1017
nk_cell,yes,13.9992
nk_cell,yes,11.4422
nk_cell,yes,10.7930
nk_cell,yes,16.3041
nk_cell,yes,16.8088
nk_cell,yes,17.1416
nk_cell,yes,15.4122
nk_cell,yes,17.3538
nk_cell,yes,18.0690
nk_cell,yes,14.8342
nk_cell,yes,13.7249
nk_cell,yes,11.1136
nk_cell,yes,18.0371
nk_cell,yes,16.8058
nk_cell,yes,17.8133
nk_cell,yes,16.4499
nk_cell,yes,17.5674
nk_cell,yes,12.7692
nk_cell,yes,17.1423
nk_cell,yes,10.0943
nk_cell,yes,14.0897
nk_cell,yes,8.1749
nk_cell,yes,20.0545
nk_cell,yes,16.0114
nk_cell,yes,11.4753
nk_cell,yes,12.9410
nk_cell,yes,16.7006
nk_cell,yes,13.5999
nk_cell,yes,13.4783
nk_cell,yes,14.3410
nk_cell,yes,9.7804
nk_cell,yes,21.2200
nk_cell,yes,15.6826
nk_cell,yes,18.9953
nk_cell,yes,17.0400
nk_cell,yes,18.1886
nk_cell,yes,11.7143
nk_cell,yes,12.9447
nk_cell,yes,20.8474
nk_cell,yes,15.0014
nk_cell,yes,12.3953
nk_cell,yes,17.9509
nk_cell,yes,8.4888
nk_cell,yes,10.1064
nk_cell,yes,10.7828
nk_cell,yes,21.7064
nk_cell,yes,11.8470
nk_cell,yes,21.7707
nk_cell,yes,10.1074
nk_cell,yes,15.1500
nk_cell,yes,7.0859
nk_cell,yes,15.6942
nk_cell,yes,11.9945
nk_cell,yes,10.4976
nk_cell,yes,6.1058
nk_cell,yes,11.9968
nk_cell,yes,13.7974
nk_cell,yes,20.4023
nk_cell,yes,18.9965
nk_cell,yes,17.1679
nk_cell,yes,18.5738
nk_cell,yes,12.4607
nk_cell,yes,22.2620
nk_cell,yes,15.8508
nk_cell,yes,10.7071
nk_cell,yes,13.1907
nk_cell,yes,18.3909
nk_cell,yes,12.7163
nk_cell,yes,15.4646
nk_cell,yes,11.0951
nk_cell,yes,16.0419
nk_cell,yes,18.1580
nk_cell,yes,13.4625
nk_cell,yes,11.4836
nk_cell,yes,6.5104
nk_cell,yes,17.0794
nk_cell,yes,15.6536
nk_cell,yes,12.6522
nk_cell,yes,14.0761
nk_cell,yes,13.2308
nk_cell,yes,12.8017
nk_cell,yes,9.8593
nk_cell,yes,20.0472
nk_cell,yes,14.9973
nk_cell,yes,15.1208
nk_cell,yes,19.3140
nk_cell,yes,15.4303
nk_cell,yes,11.3547
nk_cell,yes,13.2393
nk_cell,yes,22.6883
nk_cell,yes,13.8264
nk_cell,yes,18.6344
nk_cell,yes,9.8366
nk_cell,yes,21.0103
nk_cell,yes,22.7641
nk_cell,yes,22.8490
nk_cell,yes,9.3631
nk_cell,yes,13.8324
nk_cell,yes,15.1728
nk_cell,yes,16.7155
nk_cell,yes,13.5528
nk_cell,yes,13.6397
nk_cell,yes,23.5167
nk_cell,yes,14.2878
nk_cell,yes,13.1437
nk_cell,yes,18.4581
nk_cell,yes,8.5637
nk_cell,yes,24.2892
nk_cell,yes,16.5621
nk_cell,yes,14.5093
nk_cell,yes,17.5030
nk_cell,yes,25.5542
nk_cell,yes,15.8575
nk_cell,yes,11.1384
nk_cell,yes,11.6011
nk_cell,yes,15.1258
nk_cell,yes,11.7461
nk_cell,yes,16.4911
nk_cell,yes,8.0202
nk_cell,yes,13.8071
nk_cell,yes,17.9512
nk_cell,yes,9.8496
nk_cell,yes,18.0414
nk_cell,yes,18.7611
nk_cell,yes,11.5532
nk_cell,yes,13.0649
nk_cell,yes,16.6616
nk_cell,yes,11.9667
nk_cell,yes,11.0644
nk_cell,yes,12.8054
nk_cell,yes,12.2357
nk_cell,yes,18.2811
nk_cell,yes,21.6658
nk_cell,yes,11.5296
nk_cell,yes,21.0475
nk_cell,yes,15.0081
nk_cell,yes,8.6595
nk_cell,yes,9.8105
nk_cell,yes,10.7017
nk_cell,yes,23.5685
nk_cell,yes,15.8671
nk_cell,yes,16.2872
nk_cell,yes,15.1837
nk_cell,yes,8.3910
nk_cell,yes,19.0254
nk_cell,yes,16.3502
nk_cell,yes,17.5297
nk_cell,yes,17.4343
nk_cell,yes,10.8785
nk_cell,yes,15.5324
nk_cell,yes,7.4825
nk_cell,yes,14.9324
nk_cell,yes,13.3551
nk_cell,yes,21.3170
nk_cell,yes,16.5127
nk_cell,yes,13.5502
nk_cell,yes,7.1655
nk_cell,yes,11.9441
nk_cell,yes,14.2078
nk_cell,yes,11.6738
nk_cell,yes,14.9594
nk_cell,yes,18.0784
nk_cell,yes,10.3680
nk_cell,yes,14.1609
nk_cell,yes,12.2094
nk_cell,yes,15.2089
nk_cell,yes,19.4716
nk_cell,yes,17.0562
nk_cell,yes,10.9284
nk_cell,yes,10.3880
nk_cell,yes,9.1234
nk_cell,yes,9.0104
nk_cell,yes,17.0403
nk_cell,yes,13.7241
nk_cell,yes,16.9942
nk_cell,yes,17.2883
nk_cell,yes,13.8008
nk_cell,yes,10.4022
nk_cell,yes,16.4720
nk_cell,yes,12.2410
nk_cell,yes,9.0345
nk_cell,yes,8.0687
nk_cell,yes,9.6020
nk_cell,yes,13.8271
nk_cell,yes,11.3210
nk_cell,yes,14.2719
nk_cell,yes,13.9804
nk_cell,yes,13.1433
nk_cell,yes,19.3659
nk_cell,yes,7.9964
nk_cell,yes,17.5209
nk_cell,yes,9.9273
nk_cell,yes,19.1182
nk_cell,yes,8.1485
nk_cell,yes,18.7589
nk_cell,yes,19.5469
nk_cell,yes,12.4749
nk_cell,yes,13.9383
nk_cell,yes,12.9011
nk_cell,yes,8.9146
nk_cell,yes,13.9283
nk_cell,yes,10.8567
nk_cell,yes,22.2781
nk_cell,yes,26.7692
nk_cell,yes,12.2133
nk_cell,yes,15.0070
nk_cell,yes,10.5805
nk_cell,yes,7.7984
nk_cell,yes,24.0988
nk_cell,yes,16.4104
nk_cell,yes,11.5880
nk_cell,yes,24.5902
nk_cell,yes,24.8806
nk_cell,yes,21.5587
nk_cell,yes,10.8461
nk_cell,yes,17.6581
nk_cell,yes,20.7634
nk_cell,yes,11.0100
nk_cell,yes,9.6195
nk_cell,yes,15.0645
nk_cell,yes,11.6264
nk_cell,yes,15.1981
nk_cell,yes,11.0319
nk_cell,yes,14.1598
nk_cell,yes,14.1903
nk_cell,yes,18.4804
nk_cell,yes,9.7432
nk_cell,yes,14.3116
nk_cell,yes,14.9855
nk_cell,yes,10.6337
nk_cell,yes,12.6407
nk_cell,yes,14.0228
nk_cell,yes,14.5395
nk_cell,yes,10.9587
nk_cell,yes,26.3866
nk_cell,yes,8.9960
nk_cell,yes,8.6934
nk_cell,yes,9.2241
nk_cell,yes,17.4900
nk_cell,yes,15.5652
nk_cell,yes,13.2164
nk_cell,yes,20.7507
nk_cell,yes,15.2582
nk_cell,yes,9.5078
nk_cell,yes,18.8232
nk_cell,yes,13.7568
nk_cell,yes,13.8232
nk_cell,yes,20.6053
nk_cell,yes,15.6927
nk_cell,yes,14.7566
nk_cell,yes,15.6865
nk_cell,yes,9.6075
nk_cell,yes,11.4586
nk_cell,yes,15.7828
nk_cell,yes,15.5971
nk_cell,yes,16.4681
nk_cell,yes,19.0487
nk_cell,yes,11.0775
nk_cell,yes,16.0868
nk_cell,yes,12.7822
nk_cell,yes,19.9432
nk_cell,yes,15.4232
nk_cell,yes,11.1473
nk_cell,yes,18.9329
nk_cell,yes,24.9299
nk_cell,yes,11.4323
nk_cell,yes,10.0599
nk_cell,yes,16.0149
nk_cell,yes,13.2175
nk_cell,yes,19.2521
nk_cell,yes,23.9791
nk_cell,yes,21.8138
nk_cell,yes,10.1743
nk_cell,yes,14.8974
nk_cell,yes,8.1364
nk_cell,yes,16.3150
nk_cell,yes,11.6717
nk_cell,yes,12.6584
nk_cell,yes,19.9165
nk_cell,yes,17.2514
nk_cell,yes,8.3744
nk_cell,yes,10.7089
nk_cell,yes,15.1623
nk_cell,yes,17.4373
nk_cell,yes,18.8409
nk_cell,yes,9.4607
nk_cell,yes,13.5939
nk_cell,yes,17.1759
nk_cell,yes,13.2207
nk_cell,yes,15.0977
nk_cell,yes,16.4211
nk_cell,yes,13.8993
nk_cell,yes,19.2505
nk_cell,yes,13.8024
nk_cell,yes,15.8357
nk_cell,yes,19.1029
nk_cell,yes,12.4790
nk_cell,yes,18.4037
nk_cell,yes,15.1931
nk_cell,yes,19.2810
nk_cell,yes,10.4892
nk_cell,yes,12.7849
nk_cell,yes,16.1010
nk_cell,yes,9.9562
nk_cell,yes,8.7701
nk_cell,yes,13.1236
nk_cell,yes,10.7231
nk_cell,yes,17.6422
nk_cell,yes,15.0683
nk_cell,yes,15.7867
nk_cell,yes,11.2446
nk_cell,yes,11.4703
nk_cell,yes,9.8209
nk_cell,yes,19.3489
nk_cell,yes,8.7143
nk_cell,yes,10.5345
nk_cell,yes,13.8196
nk_cell,yes,15.6845
nk_cell,yes,10.8882
nk_cell,yes,14.8468
nk_cell,yes,24.1699
nk_cell,yes,8.1369
nk_cell,yes,22.5833
nk_cell,yes,13.1098
nk_cell,yes,13.8405
nk_cell,yes,16.8941
nk_cell,yes,9.6266
nk_cell,yes,16.0437
nk_cell,yes,19.2742
nk_cell,yes,18.8764
nk_cell,yes,14.4684
nk_cell,yes,12.8796
nk_cell,yes,22.6289
nk_cell,yes,11.7655
nk_cell,yes,15.9445
nk_cell,yes,21.7686
nk_cell,yes,18.6918
nk_cell,yes,12.3600
nk_cell,yes,11.2800
nk_cell,yes,17.0611
nk_cell,yes,13.4681
nk_cell,yes,15.8820
nk_cell,yes,10.7230
nk_cell,yes,13.1495
nk_cell,yes,12.4124
nk_cell,yes,11.2056
nk_cell,yes,6.4138
nk_cell,yes,11.3650
nk_cell,yes,18.0005
nk_cell,yes,10.5264
nk_cell,yes,9.0719
nk_cell,yes,13.8542
nk_cell,yes,18.7340
nk_cell,yes,9.7023
nk_cell,yes,19.1672
nk_cell,yes,14.1231
nk_cell,yes,17.7157
nk_cell,yes,10.8557
nk_cell,yes,16.3161
nk_cell,yes,12.8704
nk_cell,yes,18.8446
nk_cell,yes,8.5341
nk_cell,yes,12.8092
nk_cell,yes,13.4474
nk_cell,yes,21.0869
nk_cell,yes,14.0789
nk_cell,yes,11.3311
nk_cell,yes,23.6476
nk_cell,yes,16.2318
nk_cell,yes,18.8415
nk_cell,yes,13.2790
nk_cell,yes,19.3124
nk_cell,yes,19.2777
nk_cell,yes,22.1512
nk_cell,yes,8.2116
nk_cell,yes,15.4772
nk_cell,yes,15.7464
nk_cell,yes,20.5564
nk_cell,yes,11.8941
nk_cell,yes,16.7782
nk_cell,yes,13.9126
nk_cell,yes,28.1933
nk_cell,yes,12.9140
nk_cell,yes,15.0551
nk_cell,yes,8.8494
nk_cell,yes,19.3235
nk_cell,yes,9.9525
nk_cell,yes,9.6559
nk_cell,yes,13.2580
nk_cell,yes,11.6421
nk_cell,yes,14.8706
nk_cell,yes,15.7854
nk_cell,yes,17.1827
nk_cell,yes,15.1095
nk_cell,yes,13.2335
nk_cell,yes,18.7224
nk_cell,yes,14.6455
nk_cell,yes,15.9458
nk_cell,yes,14.2511
nk_cell,yes,14.8068
nk_cell,yes,15.9998
nk_cell,yes,13.8353
nk_cell,yes,23.8393
nk_cell,yes,14.5589
nk_cell,yes,22.4053
nk_cell,yes,12.4505
nk_cell,yes,20.6845
nk_cell,yes,8.0416
